번호,공시대상회사,보고서명,제출인,접수일자,비고,popup_href,report_href
30,코  이화전기,[기재정정]사업보고서 (2022.12),이화전기,2024.12.09,연,00145738,20241209000357
31,코  이화전기,[기재정정]사업보고서 (2021.12),이화전기,2024.12.09,연,00145738,20241209000343
32,유  SK리츠,사업보고서 (2024.09),SK리츠,2024.12.04,연,01535150,20241204000311
33,유  디앤디플랫폼리츠,사업보고서 (2024.09),디앤디플랫폼리츠,2024.12.02,연,01475609,20241202000425
34,코  셀피글로벌,[기재정정]사업보고서 (2023.12),셀피글로벌,2024.12.02,연,00308896,20241129002074
35,유  세원정공,[기재정정]사업보고서 (2024.06),세원정공,2024.11.22,연,00134316,20241122000438
36,코  이트론,[기재정정]사업보고서 (2023.12),이트론,2024.11.22,연,00480756,20241122000264
37,유  이지스밸류플러스리츠  IR,사업보고서 (2024.08),이지스밸류플러스리츠,2024.11.21,연,01394377,20241121000504
38,넥  씨앗,[기재정정]사업보고서 (2017.12),씨앗,2024.11.19,,00762377,20241119000069
39,넥  씨앗,[기재정정]사업보고서 (2016.12),씨앗,2024.11.19,,00762377,20241119000067
40,유  신한글로벌액티브리츠,사업보고서 (2024.08),신한글로벌액티브리츠,2024.11.18,,01714997,20241118000337
41,코  유니온커뮤니티,[기재정정]사업보고서 (2023.12),유니온커뮤니티,2024.11.18,연,00408266,20241118000215
42,코  한국비티비,[기재정정]사업보고서 (2022.12),한국비티비,2024.11.18,연,01031229,20241118000175
43,코  고바이오랩,[기재정정]사업보고서 (2023.12),고바이오랩,2024.11.14,연,01399071,20241114000412
44,유  광명전기  IR,[기재정정]사업보고서 (2021.12),광명전기,2024.11.14,연,00103662,20241114000278
45,유  광명전기  IR,[기재정정]사업보고서 (2020.12),광명전기,2024.11.14,연,00103662,20241114000271
46,유  광명전기  IR,[기재정정]사업보고서 (2019.12),광명전기,2024.11.14,연,00103662,20241114000265
47,유  광명전기  IR,[기재정정]사업보고서 (2018.12),광명전기,2024.11.14,연,00103662,20241114000237
48,유  광명전기  IR,[기재정정]사업보고서 (2017.12),광명전기,2024.11.14,연,00103662,20241114000230
49,유  광명전기  IR,[기재정정]사업보고서 (2016.12),광명전기,2024.11.14,연,00103662,20241114000221
50,유  광명전기  IR,[기재정정]사업보고서 (2022.12),광명전기,2024.11.13,연,00103662,20241113000753
51,유  광명전기  IR,[기재정정]사업보고서 (2023.12),광명전기,2024.11.13,연,00103662,20241113000752
52,유  코람코더원리츠,사업보고서 (2024.08),코람코더원리츠,2024.11.13,,01180118,20241113000147
53,기  페이투스,[기재정정]사업보고서 (2023.12),페이투스,2024.11.13,,01534610,20241113000066
54,넥  씨앗,[기재정정]사업보고서 (2015.12),씨앗,2024.11.12,,00762377,20241112000022
55,코  풍강,사업보고서 (2024.08),풍강,2024.11.11,연,00155373,20241111000376
56,넥  씨앗,[기재정정]사업보고서 (2014.12),씨앗,2024.11.11,,00762377,20241111000098
57,코  삼천리자전거,[기재정정]사업보고서 (2023.12),삼천리자전거,2024.11.07,연,00128607,20241107000333
58,넥  타조엔터테인먼트,사업보고서 (2023.12),타조엔터테인먼트,2024.11.04,,01518506,20241104000113
59,코  안국약품,[기재정정]사업보고서 (2023.12),안국약품,2024.10.31,연,00139205,20241031000341
60,코  안국약품,[기재정정]사업보고서 (2022.12),안국약품,2024.10.31,연,00139205,20241031000334
61,코  안국약품,[기재정정]사업보고서 (2021.12),안국약품,2024.10.31,연,00139205,20241031000329
62,코  안국약품,[기재정정]사업보고서 (2020.12),안국약품,2024.10.31,연,00139205,20241031000322
63,유  ESR켄달스퀘어리츠,[기재정정]사업보고서 (2024.05),ESR켄달스퀘어리츠,2024.10.31,연,01437186,20241031000319
64,유  ESR켄달스퀘어리츠,[기재정정]사업보고서 (2023.11),ESR켄달스퀘어리츠,2024.10.31,연,01437186,20241031000315
65,유  ESR켄달스퀘어리츠,[기재정정]사업보고서 (2023.05),ESR켄달스퀘어리츠,2024.10.31,연,01437186,20241031000306
66,기  참존글로벌,사업보고서 (2023.12),참존글로벌,2024.10.30,연,00923899,20241030000422
67,기  오리엔트전자,[기재정정]사업보고서 (2023.12),오리엔트전자,2024.10.29,연,00239888,20241029000308
68,코  씨엑스아이,사업보고서 (2024.06),씨엑스아이,2024.10.28,연,00800084,20241028000347
69,코  웨이브일렉트로,[기재정정]사업보고서 (2019.12),웨이브일렉트로,2024.10.28,연,00526696,20241025000557
70,코  웨이브일렉트로,[기재정정]사업보고서 (2018.12),웨이브일렉트로,2024.10.28,연,00526696,20241025000556
71,코  웨이브일렉트로,[기재정정]사업보고서 (2017.12),웨이브일렉트로,2024.10.28,연,00526696,20241025000555
72,코  웨이브일렉트로,[기재정정]사업보고서 (2016.12),웨이브일렉트로,2024.10.28,연,00526696,20241025000554
73,유  티와이홀딩스,[기재정정]사업보고서 (2023.12),티와이홀딩스,2024.10.25,연,01497869,20241025000471
74,코  고스트스튜디오  IR,[기재정정]사업보고서 (2023.12),고스트스튜디오,2024.10.25,연,01416235,20241025000138
75,기  오리엔트전자,[기재정정]사업보고서 (2023.12),오리엔트전자,2024.10.24,정연,00239888,20241024000195
76,유  삼성FN리츠,[기재정정]사업보고서 (2024.07),삼성FN리츠,2024.10.22,,01688896,20241022000330
77,코  미투온  IR,[첨부정정]사업보고서 (2023.12),미투온,2024.10.22,연,00965813,20241022000283
78,유  삼성FN리츠,사업보고서 (2024.07),삼성FN리츠,2024.10.22,정,01688896,20241022000280
79,코  GRT,사업보고서 (2024.06),GRT,2024.10.18,연,01170962,20241018000064
80,유  KB스타리츠  IR,사업보고서 (2024.07),KB스타리츠,2024.10.16,연,01622720,20241016000322
81,기  오리엔트전자,[기재정정]사업보고서 (2022.12),오리엔트전자,2024.10.14,,00239888,20241014000224
82,기  오리엔트전자,[기재정정]사업보고서 (2021.12),오리엔트전자,2024.10.14,,00239888,20241014000219
83,기  오리엔트전자,[기재정정]사업보고서 (2020.12),오리엔트전자,2024.10.08,,00239888,20241008000097
84,기  대신재팬레지던스리츠제1호위탁관리부동산투자회사,사업보고서 (2024.07),대신재팬레지던스리츠제1호위탁관리부동산투자회사,2024.10.02,,01817337,20241002000466
85,기  대신케이리츠물류1호위탁관리부동산투자회사,사업보고서 (2024.07),대신케이리츠물류1호위탁관리부동산투자회사,2024.10.02,,01489958,20241002000429
86,코  양지사,[기재정정]사업보고서 (2024.06),양지사,2024.10.02,,00139685,20241002000403
87,유  두산,[기재정정]사업보고서 (2020.12),두산,2024.10.02,연,00117212,20241002000389
88,유  두산,[기재정정]사업보고서 (2019.12),두산,2024.10.02,연,00117212,20241002000388
89,유  두산,[기재정정]사업보고서 (2018.12),두산,2024.10.02,연,00117212,20241002000384
90,유  두산,[기재정정]사업보고서 (2017.12),두산,2024.10.02,연,00117212,20241002000378
91,기  코레이트타워위탁관리부동산투자회사,사업보고서 (2024.06),코레이트타워위탁관리부동산투자회사,2024.09.30,,01508572,20240930000331
92,코  양지사,사업보고서 (2024.06),양지사,2024.09.30,정,00139685,20240930000673
93,기  하나리치업제3호위탁관리부동산투자회사,사업보고서 (2024.06),하나리치업제3호위탁관리부동산투자회사,2024.09.30,,01576935,20240930000143
94,유  태영건설,[기재정정]사업보고서 (2023.12),태영건설,2024.09.27,연,00153861,20240927000935
95,기  오리엔트전자,[기재정정]사업보고서 (2019.12),오리엔트전자,2024.09.27,,00239888,20240927000166
96,코  엠벤처투자,[기재정정]사업보고서 (2023.12),엠벤처투자,2024.09.25,연,00136642,20240925000259
97,기  오리엔트전자,[기재정정]사업보고서 (2018.12),오리엔트전자,2024.09.25,,00239888,20240925000157
98,유  만호제강,사업보고서 (2024.06),만호제강,2024.09.23,,00120872,20240920000456
99,코  에이텀,사업보고서 (2024.06),에이텀,2024.09.20,연,01444380,20240920000419
100,유  형지엘리트,사업보고서 (2024.06),형지엘리트,2024.09.20,연,00441243,20240920000129
101,넥  대동고려삼,사업보고서 (2024.06),대동고려삼,2024.09.20,,00910202,20240920000114
102,유  신성통상,[기재정정]사업보고서 (2024.06),신성통상,2024.09.19,연,00136341,20240919000331
103,유  이지스레지던스리츠  IR,사업보고서 (2024.06),이지스레지던스리츠,2024.09.19,연,01436628,20240919000302
104,유  세원정공,사업보고서 (2024.06),세원정공,2024.09.19,정연,00134316,20240919000288
105,유  신성통상,사업보고서 (2024.06),신성통상,2024.09.19,정연,00136341,20240919000278
106,코  판타지오,사업보고서 (2024.06),판타지오,2024.09.19,연,00231691,20240919000261
107,코  프레스티지바이오로직스,사업보고서 (2024.06),프레스티지바이오로직스,2024.09.19,,01258428,20240919000208
108,유  프레스티지바이오파마,사업보고서 (2024.06),프레스티지바이오파마,2024.09.19,연,01510489,20240919000201
109,코  효성오앤비,사업보고서 (2024.06),효성오앤비,2024.09.19,연,00367385,20240919000173
110,코  엠브레인,사업보고서 (2024.06),엠브레인,2024.09.19,연,00877174,20240919000168
111,코  포시에스,사업보고서 (2024.06),포시에스,2024.09.13,연,00939942,20240913000758
112,유  NH올원리츠,사업보고서 (2024.06),NH올원리츠,2024.09.13,연,01480780,20240913000693
113,유  제이알글로벌리츠,사업보고서 (2024.06),제이알글로벌리츠,2024.09.13,연,01415892,20240913000664
114,코  아세아텍,사업보고서 (2024.06),아세아텍,2024.09.13,,00138747,20240913000575
115,기  오리엔트전자,[기재정정]사업보고서 (2017.12),오리엔트전자,2024.09.13,연,00239888,20240913000206
116,기  구골홀딩스,사업보고서 (2023.12),구골홀딩스,2024.09.12,,01181232,20240912000507
117,코  덕산테코피아,[첨부정정]사업보고서 (2023.12),덕산테코피아,2024.09.12,연,01021666,20240912000345
118,유  신한서부티엔디리츠,사업보고서 (2024.06),신한서부티엔디리츠,2024.09.12,연,01436558,20240912000298
119,유  이리츠코크렙,사업보고서 (2024.06),이리츠코크렙,2024.09.12,연,00544452,20240912000166
120,유  SK리츠,사업보고서 (2024.06),SK리츠,2024.09.04,연,01535150,20240904000423
121,기  오리엔트전자,[기재정정]사업보고서 (2016.12),오리엔트전자,2024.09.03,연,00239888,20240903000204
122,기  파라타항공,사업보고서 (2023.12),파라타항공,2024.09.02,연,01218800,20240902000442
123,유  롯데리츠,사업보고서 (2024.06),롯데리츠,2024.09.02,,01363818,20240902000317
124,기  오리엔트전자,[기재정정]사업보고서 (2015.12),오리엔트전자,2024.08.29,연,00239888,20240829001550
125,기  디피코,사업보고서 (2023.12),디피코,2024.08.27,,01072518,20240827000238
126,유  삼부토건,[기재정정]사업보고서 (2023.12),삼부토건,2024.08.22,연,00125974,20240821000569
127,유  삼부토건,[기재정정]사업보고서 (2022.12),삼부토건,2024.08.22,연,00125974,20240821000566
128,유  삼부토건,[기재정정]사업보고서 (2022.12),삼부토건,2024.08.21,정연,00125974,20240821000411
129,유  미래에셋맵스리츠,사업보고서 (2024.05),미래에셋맵스리츠,2024.08.20,,01437292,20240820000114
130,코  유틸렉스,[기재정정]사업보고서 (2023.12),유틸렉스,2024.08.19,연,01110678,20240819000219
131,코  유틸렉스,[기재정정]사업보고서 (2022.12),유틸렉스,2024.08.19,연,01110678,20240819000204
132,유  영풍,[기재정정]사업보고서 (2023.12),영풍,2024.08.14,연,00141307,20240814004220
133,기  국민은행,[기재정정]사업보고서 (2023.12),국민은행,2024.08.14,연,00386937,20240814004195
134,유  코람코더원리츠,사업보고서 (2024.05),코람코더원리츠,2024.08.14,,01180118,20240814003168
135,기  엠디바이스,[기재정정]사업보고서 (2023.12),엠디바이스,2024.08.14,,01022142,20240814001895
136,유  ESR켄달스퀘어리츠,사업보고서 (2024.05),ESR켄달스퀘어리츠,2024.08.14,정연,01437186,20240814002002
137,기  엠디헬스케어,사업보고서 (2023.12),엠디헬스케어,2024.08.14,,01408980,20240814000177
138,기  사랑과선행,사업보고서 (2023.12),사랑과선행,2024.08.14,,01537459,20240813001635
139,유  카프로,[기재정정]사업보고서 (2023.12),카프로,2024.08.14,,00159810,20240813001630
140,유  NH프라임리츠,사업보고서 (2024.05),NH프라임리츠,2024.08.13,,01391033,20240813001318
141,기  휴코드홀딩스,[기재정정]사업보고서 (2023.12),휴코드홀딩스,2024.08.12,연,00165361,20240812000896
142,코  영화테크,[기재정정]사업보고서 (2023.12),영화테크,2024.08.09,연,00659976,20240809000575
143,기  포겟,[기재정정]사업보고서 (2023.12),포겟,2024.08.09,,00944917,20240809000521
144,코  영화테크,[기재정정]사업보고서 (2022.12),영화테크,2024.08.09,연,00659976,20240809000508
145,코  SCL사이언스,[기재정정]사업보고서 (2023.12),SCL사이언스,2024.08.09,연,01110182,20240809000430
146,기  이브이파킹서비스,[기재정정]사업보고서 (2023.12),이브이파킹서비스,2024.08.09,,01695498,20240809000413
147,코  푸드웰,[기재정정]사업보고서 (2022.12),푸드웰,2024.08.08,연,00165103,20240808000319
148,코  푸드웰,[기재정정]사업보고서 (2023.12),푸드웰,2024.08.08,연,00165103,20240808000236
149,코  푸드웰,[기재정정]사업보고서 (2022.12),푸드웰,2024.08.08,정연,00165103,20240808000233
150,넥  아이티센코어,[기재정정]사업보고서 (2023.12),아이티센코어,2024.08.08,,00565215,20240808000099
151,유  코람코라이프인프라리츠,사업보고서 (2024.05),코람코라이프인프라리츠,2024.08.07,,01430475,20240807000347
152,코  알체라,[기재정정]사업보고서 (2022.12),알체라,2024.08.05,연,01405451,20240805000298
153,기  뉴젠팜,[기재정정]사업보고서 (2023.12),뉴젠팜,2024.08.02,,00413994,20240802000300
154,코  일월지엠엘,[기재정정]사업보고서 (2023.12),일월지엠엘,2024.08.02,연,00923826,20240802000089
155,유  아센디오,[기재정정]사업보고서 (2023.12),아센디오,2024.08.01,연,00145437,20240801000257
156,유  아센디오,[기재정정]사업보고서 (2023.12),아센디오,2024.07.31,정연,00145437,20240731000745
157,코  비유테크놀러지,[기재정정]사업보고서 (2023.12),비유테크놀러지,2024.07.31,연,01110076,20240731000741
158,코  한주에이알티,[기재정정]사업보고서 (2023.12),한주에이알티,2024.07.31,연,00146427,20240731000695
159,유  엑시큐어하이트론,[기재정정]사업보고서 (2023.12),엑시큐어하이트론,2024.07.31,,00156150,20240731000687
160,기  대덕바이오,[기재정정]사업보고서 (2023.12),대덕바이오,2024.07.31,,00916659,20240731000618
161,유  에어부산,[기재정정]사업보고서 (2019.12),에어부산,2024.07.31,,00651901,20240731000599
162,유  에어부산,[기재정정]사업보고서 (2018.12),에어부산,2024.07.31,,00651901,20240731000521
163,코  한주에이알티,[기재정정]사업보고서 (2023.12),한주에이알티,2024.07.31,정연,00146427,20240731000392
164,코  BF랩스,[기재정정]사업보고서 (2023.12),BF랩스,2024.07.31,연,00656021,20240731000247
165,유  참엔지니어링,[기재정정]사업보고서 (2023.12),참엔지니어링,2024.07.30,연,00153621,20240730000237
166,코  라온텍,[기재정정]사업보고서 (2023.12),라온텍,2024.07.30,,00965512,20240730000215
167,유  신원,[기재정정]사업보고서 (2023.12),신원,2024.07.30,연,00136864,20240730000041
168,코  율촌,[기재정정]사업보고서 (2023.12),율촌,2024.07.30,연,00495633,20240730000012
169,코  디에이치엑스컴퍼니,[기재정정]사업보고서 (2023.12),디에이치엑스컴퍼니,2024.07.29,연,00180865,20240729000292
170,코  레이저옵텍,[기재정정]사업보고서 (2023.12),레이저옵텍,2024.07.29,,01161432,20240729000269
171,기  노무라인터내셔널펀딩피티이,사업보고서 (2024.03),노무라인터내셔널펀딩피티이,2024.07.29,,01082834,20240729000078
172,코  이트론,[기재정정]사업보고서 (2022.12),이트론,2024.07.26,정연,00480756,20240726000483
173,코  이트론,[기재정정]사업보고서 (2021.12),이트론,2024.07.26,정연,00480756,20240726000480
174,코  테라사이언스,[기재정정]사업보고서 (2023.12),테라사이언스,2024.07.26,연,00373021,20240726000442
175,코  엠젠솔루션,[기재정정]사업보고서 (2023.12),엠젠솔루션,2024.07.26,연,00110884,20240726000366
176,코  화인써키트,[기재정정]사업보고서 (2023.12),화인써키트,2024.07.25,연,00527002,20240725000342
177,코  위지윅스튜디오,[기재정정]사업보고서 (2023.12),위지윅스튜디오,2024.07.24,연,01276327,20240724000502
178,코  에스엘에스바이오,[기재정정]사업보고서 (2023.12),에스엘에스바이오,2024.07.24,,01112700,20240724000175
179,코  우듬지팜,[기재정정]사업보고서 (2023.12),우듬지팜,2024.07.24,연,01299106,20240724000089
180,코  유비케어,[기재정정]사업보고서 (2023.12),유비케어,2024.07.23,연,00220057,20240723000175
181,유  한화리츠,사업보고서 (2024.04),한화리츠,2024.07.22,,01669226,20240722000186
182,코  유일에너테크,[기재정정]사업보고서 (2023.12),유일에너테크,2024.07.19,연,01368637,20240719000309
183,코  제이스코홀딩스,[기재정정]사업보고서 (2023.12),제이스코홀딩스,2024.07.18,연,00148531,20240718000409
184,코  일월지엠엘,[기재정정]사업보고서 (2023.12),일월지엠엘,2024.07.18,정연,00923826,20240718000081
185,코  수성웹툰,[기재정정]사업보고서 (2023.12),수성웹툰,2024.07.16,연,00243979,20240716000275
186,기  비즈니스온커뮤니케이션,[기재정정]사업보고서 (2023.12),비즈니스온커뮤니케이션,2024.07.12,연,01014657,20240712000528
187,기  비즈니스온커뮤니케이션,[기재정정]사업보고서 (2022.12),비즈니스온커뮤니케이션,2024.07.12,연,01014657,20240712000524
188,기  비즈니스온커뮤니케이션,[기재정정]사업보고서 (2021.12),비즈니스온커뮤니케이션,2024.07.12,연,01014657,20240712000523
189,코  코스텍시스,[기재정정]사업보고서 (2023.12),코스텍시스,2024.07.11,,01476219,20240711000312
190,기  케이원제15호판교위탁관리부동산투자회사,사업보고서 (2024.04),케이원제15호판교위탁관리부동산투자회사,2024.07.11,,01601453,20240711000290
191,코  엔에스이엔엠,[기재정정]사업보고서 (2023.12),엔에스이엔엠,2024.07.11,연,00543204,20240711000218
192,코  드림인사이트,[기재정정]사업보고서 (2023.12),드림인사이트,2024.07.09,,01492688,20240709000194
193,기  비에스제이홀딩스,[기재정정]사업보고서 (2023.12),비에스제이홀딩스,2024.07.08,연,00480525,20240708000441
194,유  일동제약,[기재정정]사업보고서 (2023.12),일동제약,2024.07.08,연,01168383,20240708000113
195,유  삼성FN리츠,사업보고서 (2024.04),삼성FN리츠,2024.07.04,,01688896,20240704000486
196,유  우진플라임,[기재정정]사업보고서 (2023.12),우진플라임,2024.07.04,연,00303217,20240704000362
197,넥  코나솔,[기재정정]사업보고서 (2023.12),코나솔,2024.07.04,,00666329,20240704000080
198,코  LB인베스트먼트,[기재정정]사업보고서 (2023.12),LB인베스트먼트,2024.07.04,연,00231901,20240704000035
199,넥  아하,[첨부정정]사업보고서 (2024.03),아하,2024.07.03,연,00677334,20240702000525
200,넥  아하,사업보고서 (2024.03),아하,2024.07.01,정연,00677334,20240701000635
201,코  파멥신,[기재정정]사업보고서 (2023.12),파멥신,2024.07.01,연,00972293,20240701000511
202,기  비디아이,[기재정정]사업보고서 (2023.12),비디아이,2024.07.01,연,00610490,20240701000321
203,기  수양켐텍,[기재정정]사업보고서 (2023.12),수양켐텍,2024.07.01,,00963684,20240701000249
204,기  씨엔티드림,[기재정정]사업보고서 (2023.12),씨엔티드림,2024.07.01,,01114559,20240701000094
205,넥  테크엔,[기재정정]사업보고서 (2023.12),테크엔,2024.07.01,,01016886,20240701000025
206,기  신한로지스제1호위탁관리부동산투자회사,사업보고서 (2024.03),신한로지스제1호위탁관리부동산투자회사,2024.06.28,,01493429,20240628000890
207,기  리딩투자증권,사업보고서 (2024.03),리딩투자증권,2024.06.28,연,00323549,20240628000753
208,코  알파홀딩스,[기재정정]사업보고서 (2023.12),알파홀딩스,2024.06.28,연,00605124,20240628000685
209,기  스포츠서울,사업보고서 (2024.03),스포츠서울,2024.06.28,,00298687,20240628000438
210,기  오릭스캐피탈코리아,사업보고서 (2024.03),오릭스캐피탈코리아,2024.06.28,,00502410,20240628000409
211,기  티에이케이정보시스템,사업보고서 (2024.03),티에이케이정보시스템,2024.06.28,,00249098,20240628000232
212,기  젬,[기재정정]사업보고서 (2023.12),젬,2024.06.28,,01169498,20240628000138
213,기  크루셜텍,[기재정정]사업보고서 (2023.12),크루셜텍,2024.06.27,연,00618401,20240627000686
214,기  메타록,[기재정정]사업보고서 (2023.12),메타록,2024.06.27,,01706703,20240627000414
215,넥  원포유,[기재정정]사업보고서 (2023.12),원포유,2024.06.27,,00337296,20240627000114
216,넥  원포유,[기재정정]사업보고서 (2022.12),원포유,2024.06.27,,00337296,20240627000109
217,코  KH 건설,[기재정정]사업보고서 (2023.12),KH 건설,2024.06.26,연,01097906,20240626000112
218,코  SBI핀테크솔루션즈  IR,사업보고서 (2024.03),SBI핀테크솔루션즈,2024.06.26,연,00938688,20240626000045
219,기  씨엔티드림,[기재정정]사업보고서 (2023.12),씨엔티드림,2024.06.26,정,01114559,20240626000007
220,코  DGI,[기재정정]사업보고서 (2023.12),DGI,2024.06.25,연,00627029,20240625000146
221,코  코이즈,[기재정정]사업보고서 (2023.12),코이즈,2024.06.25,연,00807397,20240625000140
222,코  SV인베스트먼트,사업보고서 (2024.03),SV인베스트먼트,2024.06.21,연,00599151,20240620000411
223,유  오리엔트바이오,사업보고서 (2024.03),오리엔트바이오,2024.06.20,,00141626,20240620000211
224,넥  수프로,사업보고서 (2024.03),수프로,2024.06.20,,00830447,20240620000176
225,코  코리아에셋투자증권  IR,사업보고서 (2024.03),코리아에셋투자증권,2024.06.20,,00304915,20240620000167
226,코  3S,[기재정정]사업보고서 (2024.03),3S,2024.06.19,연,00378363,20240619000239
227,코  모아텍,사업보고서 (2024.03),모아텍,2024.06.19,연,00241209,20240619000222
228,유  동원금속,사업보고서 (2024.03),동원금속,2024.06.19,연,00118008,20240619000177
229,코  이지케어텍,사업보고서 (2024.03),이지케어텍,2024.06.19,연,00490090,20240619000159
230,코  메이슨캐피탈,[기재정정]사업보고서 (2024.03),메이슨캐피탈,2024.06.19,연,00136101,20240619000040
231,유  대동전자,사업보고서 (2024.03),대동전자,2024.06.18,연,00157104,20240618000424
232,유  미래에셋글로벌리츠,사업보고서 (2024.03),미래에셋글로벌리츠,2024.06.18,연,01576102,20240618000339
233,코  메이슨캐피탈,사업보고서 (2024.03),메이슨캐피탈,2024.06.18,정연,00136101,20240618000226
234,코  3S,사업보고서 (2024.03),3S,2024.06.18,정연,00378363,20240618000212
235,유  포스코DX,[기재정정]사업보고서 (2023.12),포스코DX,2024.06.18,연,00155212,20240618000197
236,기  비즈니스온커뮤니케이션,[기재정정]사업보고서 (2023.12),비즈니스온커뮤니케이션,2024.06.17,정연,01014657,20240617000323
237,코  씨싸이트  IR,[기재정정]사업보고서 (2023.12),씨싸이트,2024.06.17,연,00492706,20240617000252
238,코  NPX,사업보고서 (2024.03),NPX,2024.06.14,연,01037542,20240614000043
239,코  이씨에스,사업보고서 (2024.03),이씨에스,2024.06.13,,00400060,20240613000361
240,유  마스턴프리미어리츠,사업보고서 (2024.03),마스턴프리미어리츠,2024.06.13,연,01442966,20240613000355
241,유  기신정기,사업보고서 (2024.03),기신정기,2024.06.13,연,00106614,20240613000239
242,코  대신정보통신,사업보고서 (2024.03),대신정보통신,2024.06.13,,00110875,20240613000108
243,유  SK리츠,사업보고서 (2024.03),SK리츠,2024.06.12,연,01535150,20240612000397
244,유  신영증권,사업보고서 (2024.03),신영증권,2024.06.12,연,00136721,20240612000337
245,유  삼성생명,[기재정정]사업보고서 (2023.12),삼성생명,2024.06.12,연,00126256,20240612000329
246,코  시스웍,[기재정정]사업보고서 (2023.12),시스웍,2024.06.12,연,01188378,20240612000193
247,코  시스웍,[기재정정]사업보고서 (2022.12),시스웍,2024.06.12,연,01188378,20240612000192
248,기  성지건설,사업보고서 (2023.12),성지건설,2024.06.11,연,00133238,20240611000578
249,코  RF머트리얼즈,[기재정정]사업보고서 (2023.12),RF머트리얼즈,2024.06.11,연,01343665,20240611000382
250,유  신한알파리츠  IR,사업보고서 (2024.03),신한알파리츠,2024.06.11,연,01276594,20240611000305
251,유  디앤디플랫폼리츠,사업보고서 (2024.03),디앤디플랫폼리츠,2024.06.05,연,01475609,20240605000255
252,기  와이앤넥스트,[기재정정]사업보고서 (2023.12),와이앤넥스트,2024.06.05,연,00495554,20240605000143
253,유  남선알미늄,[기재정정]사업보고서 (2023.12),남선알미늄,2024.06.04,연,00107224,20240604000282
254,기  바이오넷  IR,[첨부정정]사업보고서 (2023.12),바이오넷,2024.06.04,연,00467445,20240604000194
255,기  바이오넷  IR,[기재정정]사업보고서 (2023.12),바이오넷,2024.06.03,정연,00467445,20240603000188
256,코  노블엠앤비,사업보고서 (2023.12),노블엠앤비,2024.05.31,연,00536329,20240531002500
257,코  JTC  IR,[기재정정]사업보고서 (2024.02),JTC,2024.05.30,연,01041828,20240530000304
